run_id,candidate,bank,condition_id,accuracy,macro_f1,mae,pearson,raw_mae,raw_pearson,worst_condition_mae,worst_condition_macro_f1,actual_missing_ratio,samples_with_new_masking,raw_sign_conflict_rate,mean_projection_magnitude,argmax_agreement_with_published,per_class_f1,confusion
s5_B3_L2_seed42,frozen,coupling,coupling:01:0.10:random:synchronized:0,0.5975274725274725,0.5763842648579846,0.635293788519911,0.523287412572072,0.6493587739571192,0.5204507846074432,,,0.09164042378228397,724,0.27472527472527475,0.036479437505126326,1.0,"{""Negative"": 0.5913461538461539, ""Neutral"": 0.46321525885558584, ""Positive"": 0.674591381872214}","[[123, 41, 42], [33, 85, 66], [54, 57, 227]]"
s5_B3_L2_seed42,frozen,coupling,coupling:01:0.10:random:synchronized:1,0.5728021978021978,0.551001253513341,0.6496164070104669,0.5114304110905266,0.6594837837044026,0.5136738118831561,,,0.09164042378228397,724,0.2651098901098901,0.03518406347932069,1.0,"{""Negative"": 0.5774647887323944, ""Neutral"": 0.42777777777777776, ""Positive"": 0.6477611940298508}","[[123, 41, 42], [34, 77, 73], [63, 58, 217]]"
s5_B3_L2_seed42,frozen,coupling,coupling:01:0.10:random:synchronized:2,0.5810439560439561,0.5617945667544938,0.6379188708221355,0.5252108693341799,0.6508535082646452,0.5257768558303759,,,0.09164042378228397,724,0.27472527472527475,0.03632059881230305,1.0,"{""Negative"": 0.5966587112171837, ""Neutral"": 0.43902439024390244, ""Positive"": 0.6497005988023952}","[[125, 41, 40], [30, 81, 73], [58, 63, 217]]"
s5_B3_L2_seed42,frozen,coupling,coupling:01:0.10:random:synchronized:3,0.5879120879120879,0.56621276652213,0.6473396245811668,0.513078698961612,0.6597918986271207,0.5126298119753054,,,0.09164042378228397,724,0.2692307692307692,0.035713827412878416,1.0,"{""Negative"": 0.5876777251184834, ""Neutral"": 0.4462809917355372, ""Positive"": 0.6646795827123696}","[[124, 40, 42], [35, 81, 68], [57, 58, 223]]"
s5_B3_L2_seed42,frozen,coupling,coupling:01:0.10:random:synchronized:4,0.5906593406593407,0.5656582964379736,0.6393866721363022,0.5229997475282573,0.653457253178643,0.5136515202623683,,,0.09164042378228397,724,0.260989010989011,0.03810395463161416,1.0,"{""Negative"": 0.5938242280285035, ""Neutral"": 0.4265927977839335, ""Positive"": 0.6765578635014837}","[[125, 40, 41], [40, 77, 67], [50, 60, 228]]"
s5_B3_L2_seed42,frozen,coupling,coupling:01:0.30:random:synchronized:0,0.5645604395604396,0.5371689308686144,0.6703385895422362,0.49022181386521724,0.6816117038520483,0.49275835104030064,,,0.22180207259457435,724,0.24725274725274726,0.03354199998757013,1.0,"{""Negative"": 0.5619047619047619, ""Neutral"": 0.39660056657223797, ""Positive"": 0.6530014641288433}","[[118, 38, 50], [42, 70, 72], [54, 61, 223]]"
s5_B3_L2_seed42,frozen,coupling,coupling:01:0.30:random:synchronized:1,0.5714285714285714,0.5414623350617632,0.6599647468490916,0.4851388131899356,0.6730594378077313,0.48715615761190756,,,0.22180207259457435,724,0.2554945054945055,0.03518260434013638,1.0,"{""Negative"": 0.5422885572139303, ""Neutral"": 0.40771349862258954, ""Positive"": 0.6743849493487699}","[[109, 51, 46], [36, 74, 74], [51, 54, 233]]"
s5_B3_L2_seed42,frozen,coupling,coupling:01:0.30:random:synchronized:2,0.5604395604395604,0.5333978148587879,0.6649559152630824,0.4961194124651481,0.6734789422211739,0.4966262079369537,,,0.22180207259457435,724,0.25274725274725274,0.032203358347320944,1.0,"{""Negative"": 0.5645933014354066, ""Neutral"": 0.3865546218487395, ""Positive"": 0.6490455212922174}","[[118, 43, 45], [38, 69, 77], [56, 61, 221]]"
s5_B3_L2_seed42,frozen,coupling,coupling:01:0.30:random:synchronized:3,0.5563186813186813,0.5294679277573862,0.6650380138633507,0.4863123056622959,0.6759532064117573,0.48242861747999183,,,0.22180207259457435,724,0.25824175824175827,0.03612148526175009,1.0,"{""Negative"": 0.558891454965358, ""Neutral"": 0.37988826815642457, ""Positive"": 0.649624060150376}","[[121, 45, 40], [45, 68, 71], [61, 61, 216]]"
s5_B3_L2_seed42,frozen,coupling,coupling:01:0.30:random:synchronized:4,0.570054945054945,0.5423351884922355,0.6696538743372311,0.47427802069822395,0.6816556583987651,0.47450412067354825,,,0.22180207259457435,724,0.2445054945054945,0.03490976124749733,1.0,"{""Negative"": 0.5700712589073634, ""Neutral"": 0.4, ""Positive"": 0.656934306569343}","[[120, 41, 45], [37, 70, 77], [58, 55, 225]]"
s5_B3_L2_seed42,frozen,coupling,coupling:01:0.50:random:synchronized:0,0.5439560439560439,0.5248168086927357,0.6934253948491353,0.4407394378455538,0.7010198815695041,0.44397070468749444,,,0.36109266611629226,724,0.2815934065934066,0.03383473518233705,1.0,"{""Negative"": 0.5505882352941176, ""Neutral"": 0.4021164021164021, ""Positive"": 0.6217457886676876}","[[117, 44, 45], [41, 76, 67], [61, 74, 203]]"
s5_B3_L2_seed42,frozen,coupling,coupling:01:0.50:random:synchronized:1,0.5398351648351648,0.5170775501409514,0.6974532800939629,0.4333198509932868,0.7045255394724126,0.43693725437635134,,,0.36109266611629226,724,0.2733516483516483,0.03491771935563494,1.0,"{""Negative"": 0.5253012048192771, ""Neutral"": 0.4, ""Positive"": 0.6259314456035767}","[[109, 43, 54], [41, 74, 69], [59, 69, 210]]"
s5_B3_L2_seed42,frozen,coupling,coupling:01:0.50:random:synchronized:2,0.5412087912087912,0.5196356799257685,0.6956089101457333,0.4317861569013627,0.7007237589703157,0.44473841724739005,,,0.36109266611629226,724,0.28983516483516486,0.037431095811004164,1.0,"{""Negative"": 0.5223529411764706, ""Neutral"": 0.40641711229946526, ""Positive"": 0.6301369863013698}","[[111, 48, 47], [43, 76, 65], [65, 66, 207]]"
s5_B3_L2_seed42,frozen,coupling,coupling:01:0.50:random:synchronized:3,0.5343406593406593,0.5130562526184542,0.6885703080180254,0.4336346115216937,0.6980886180260844,0.4384757736917881,,,0.36109266611629226,724,0.29395604395604397,0.03676034969099603,1.0,"{""Negative"": 0.5364705882352941, ""Neutral"": 0.38095238095238093, ""Positive"": 0.6217457886676876}","[[114, 50, 42], [42, 72, 70], [63, 72, 203]]"
s5_B3_L2_seed42,frozen,coupling,coupling:01:0.50:random:synchronized:4,0.521978021978022,0.5025161408025783,0.7082198620773852,0.40283454416215225,0.7119884901567475,0.4130194195930697,,,0.36109266611629226,724,0.2760989010989011,0.03977738940795208,1.0,"{""Negative"": 0.5164319248826291, ""Neutral"": 0.3914209115281501, ""Positive"": 0.5996955859969558}","[[110, 49, 47], [36, 73, 75], [74, 67, 197]]"
